p0,p1,p2,p3,p4,p5,p6,p7,p8,x_wins,is_draw
-1,1,-1,1,-1,-1,1,1,1,1,0
1,-1,-1,1,0,0,1,-1,1,1,0
-1,-1,1,0,1,1,1,0,-1,1,0
1,-1,0,1,1,0,1,-1,-1,1,0
-1,1,-1,1,1,-1,1,-1,1,0,1
0,1,1,0,1,0,-1,-1,-1,0,0
-1,0,1,-1,1,1,-1,1,-1,0,0
-1,-1,-1,1,0,0,0,1,1,0,0
1,-1,-1,1,0,-1,1,0,1,1,0
-1,1,1,1,-1,-1,1,0,-1,0,0
1,-1,-1,-1,1,1,1,1,-1,0,1
1,1,1,0,-1,-1,-1,0,1,1,0
0,-1,0,1,-1,-1,1,1,1,1,0
1,1,-1,1,-1,1,1,-1,-1,1,0
0,-1,1,-1,1,-1,1,1,0,1,0
-1,-1,0,0,1,-1,1,1,1,1,0
-1,1,1,-1,1,-1,-1,0,1,0,0
0,0,-1,1,1,1,0,0,-1,1,0
1,-1,-1,-1,1,1,1,1,-1,0,1
1,1,-1,-1,-1,1,-1,1,0,0,0
1,-1,1,-1,1,1,1,-1,-1,1,0
1,-1,1,-1,1,1,1,-1,-1,1,0
1,1,0,1,0,0,-1,-1,-1,0,0
-1,1,1,1,-1,-1,0,1,-1,0,0
1,1,1,0,0,0,-1,-1,0,1,0
-1,0,1,0,1,0,1,0,-1,1,0
-1,1,-1,1,1,1,-1,-1,1,1,0
-1,-1,-1,1,-1,1,0,1,1,0,0
-1,1,-1,1,1,1,1,-1,-1,1,0
0,-1,1,-1,0,-1,1,1,1,1,0
-1,-1,-1,1,1,-1,1,1,0,0,0
-1,1,-1,0,0,-1,1,1,1,1,0
-1,1,0,1,1,1,-1,0,-1,1,0
1,-1,1,1,0,-1,1,-1,0,1,0
-1,-1,1,1,1,-1,-1,1,1,0,1
-1,1,-1,1,-1,1,1,-1,1,0,1
-1,-1,-1,1,1,0,-1,1,1,0,0
1,1,-1,-1,1,1,1,-1,-1,0,1
1,1,-1,-1,-1,-1,0,1,1,0,0
0,-1,-1,1,-1,0,1,1,1,1,0
1,1,-1,1,-1,1,1,-1,-1,1,0
1,-1,-1,0,1,0,0,0,1,1,0
1,-1,-1,-1,1,1,1,-1,1,1,0
-1,-1,1,1,1,-1,1,1,-1,1,0
1,-1,0,1,0,0,1,0,-1,1,0
-1,1,1,1,1,-1,1,-1,-1,1,0
-1,-1,1,0,0,1,-1,1,1,1,0
-1,1,1,1,1,-1,1,-1,-1,1,0
1,0,0,1,0,-1,1,0,-1,1,0
-1,0,1,0,-1,-1,1,1,1,1,0
-1,0,1,1,1,0,1,-1,-1,1,0
1,-1,1,1,1,-1,-1,-1,1,1,0
0,0,-1,0,0,-1,1,1,1,1,0
1,1,-1,1,1,-1,-1,-1,1,1,0
1,0,0,1,0,-1,1,0,-1,1,0
-1,-1,1,1,1,-1,1,-1,1,1,0
1,1,1,-1,0,0,1,-1,-1,1,0
1,-1,0,-1,1,0,0,0,1,1,0
1,1,-1,-1,1,1,-1,1,-1,1,0
1,1,1,1,-1,-1,-1,1,-1,1,0
1,-1,-1,1,-1,1,0,-1,1,0,0
-1,-1,1,1,1,1,1,-1,-1,1,0
1,-1,1,1,-1,-1,1,1,-1,1,0
0,0,-1,1,1,1,-1,-1,1,1,0
-1,-1,-1,1,1,0,1,1,-1,0,0
1,1,-1,1,-1,-1,0,1,-1,0,0
1,0,1,1,0,-1,1,-1,-1,1,0
1,1,-1,1,1,0,-1,-1,-1,0,0
-1,1,-1,-1,-1,1,1,1,1,1,0
1,0,-1,-1,-1,1,-1,1,1,0,0
1,-1,0,-1,1,-1,1,0,1,1,0
-1,1,1,-1,1,-1,-1,0,1,0,0
0,0,1,1,1,-1,1,-1,-1,1,0
-1,-1,1,1,-1,1,-1,1,1,1,0
1,0,1,-1,-1,-1,1,-1,1,0,0
-1,-1,-1,1,0,0,1,0,1,0,0
-1,0,1,-1,1,-1,-1,1,1,0,0
1,0,-1,-1,1,1,0,-1,1,1,0
-1,1,-1,-1,1,1,1,-1,1,0,1
1,-1,-1,1,0,1,1,0,-1,1,0
1,1,1,1,-1,-1,-1,-1,1,1,0
-1,-1,1,0,-1,1,0,1,1,1,0
1,-1,-1,1,1,0,1,0,-1,1,0
-1,1,-1,-1,1,1,0,1,0,1,0
-1,1,1,-1,1,1,1,-1,-1,1,0
-1,-1,1,1,-1,1,1,0,-1,0,0
1,-1,0,-1,1,-1,1,0,1,1,0
-1,-1,-1,0,1,1,0,1,0,0,0
-1,1,1,-1,1,1,1,-1,-1,1,0
-1,-1,1,-1,1,1,1,1,-1,1,0
-1,-1,1,1,1,-1,1,1,-1,1,0
-1,-1,1,1,1,1,-1,-1,1,1,0
0,-1,1,0,1,0,1,-1,0,1,0
1,-1,1,1,-1,-1,0,-1,1,0,0
0,1,1,-1,-1,-1,1,-1,1,0,0
-1,1,0,0,1,0,-1,1,0,1,0
-1,1,-1,-1,1,1,1,1,-1,1,0
-1,1,1,-1,1,1,1,-1,-1,1,0
1,-1,1,-1,-1,1,1,1,-1,0,1
1,-1,-1,1,-1,0,1,0,1,1,0
-1,-1,1,-1,1,1,1,1,-1,1,0
1,1,1,0,-1,0,0,-1,0,1,0
1,1,-1,1,-1,0,-1,1,-1,0,0
1,0,1,-1,1,1,-1,-1,-1,0,0
0,-1,1,-1,-1,0,1,1,1,1,0
-1,-1,1,1,1,-1,1,1,-1,1,0
-1,0,1,0,0,1,0,-1,1,1,0
1,1,-1,-1,1,1,1,-1,-1,0,1
1,0,0,0,1,0,-1,-1,1,1,0
0,-1,1,-1,0,1,1,-1,1,1,0
1,0,-1,1,-1,-1,-1,1,1,0,0
-1,1,1,1,1,-1,1,-1,-1,1,0
1,-1,0,1,1,0,-1,-1,1,1,0
-1,-1,1,1,1,-1,1,-1,1,1,0
1,-1,1,0,-1,-1,1,-1,1,0,0
1,1,-1,1,0,-1,-1,1,-1,0,0
-1,1,1,0,-1,-1,1,1,-1,0,0
-1,1,1,1,1,-1,-1,-1,1,0,1
-1,1,1,1,1,-1,-1,1,-1,1,0
-1,1,1,1,-1,-1,1,-1,1,0,1
-1,1,1,1,-1,0,1,-1,-1,0,0
1,-1,1,-1,-1,1,1,1,-1,0,1
-1,-1,-1,-1,1,1,0,1,1,0,0
0,-1,1,0,1,-1,1,1,-1,1,0
1,1,1,0,1,-1,-1,0,-1,1,0
-1,-1,-1,1,1,0,1,-1,1,0,0
-1,0,-1,0,0,0,1,1,1,1,0
1,-1,-1,-1,1,1,1,1,-1,0,1
1,-1,-1,1,-1,1,1,1,-1,1,0
1,1,1,0,1,-1,0,-1,-1,1,0
0,1,1,-1,-1,-1,0,1,0,0,0
-1,1,-1,-1,-1,1,1,1,1,1,0
-1,1,1,-1,1,1,1,-1,-1,1,0
-1,1,1,-1,-1,-1,0,1,1,0,0
1,1,1,0,0,-1,-1,0,0,1,0
1,-1,1,-1,1,0,0,-1,1,1,0
0,0,-1,-1,0,0,1,1,1,1,0
1,0,1,0,1,-1,-1,-1,1,1,0
1,0,-1,0,1,-1,0,0,1,1,0
1,0,0,1,-1,0,1,0,-1,1,0
1,1,-1,-1,1,1,-1,-1,1,1,0
1,1,1,1,-1,-1,-1,-1,1,1,0
1,0,-1,0,0,-1,1,1,-1,0,0
1,-1,0,1,0,-1,1,-1,1,1,0
1,0,-1,0,1,-1,1,0,-1,0,0
-1,-1,1,1,1,1,-1,1,-1,1,0
1,1,1,-1,-1,1,-1,1,-1,1,0
1,-1,1,1,-1,-1,-1,1,1,0,1
0,-1,-1,1,1,1,-1,1,0,1,0
1,-1,1,-1,1,-1,-1,1,1,1,0
0,0,1,-1,-1,-1,1,0,1,0,0
1,-1,-1,1,1,1,-1,-1,1,1,0
1,0,-1,-1,1,-1,1,1,-1,0,0
-1,-1,-1,1,-1,1,1,0,1,0,0
0,0,1,0,1,-1,1,-1,0,1,0
0,1,-1,1,-1,0,-1,0,1,0,0
-1,0,1,-1,1,0,-1,1,0,0,0
-1,-1,1,1,1,-1,-1,1,1,0,1
1,-1,-1,1,-1,1,1,1,-1,1,0
-1,1,-1,1,-1,1,1,0,-1,0,0
1,-1,1,-1,1,-1,1,-1,1,1,0
1,-1,-1,-1,1,1,1,1,-1,0,1
0,0,-1,1,1,1,1,-1,-1,1,0
1,-1,1,1,0,-1,1,0,-1,1,0
1,-1,1,-1,1,1,-1,1,-1,0,1
1,-1,-1,1,1,0,0,-1,1,1,0
1,1,-1,1,1,-1,-1,-1,1,1,0
1,1,-1,-1,-1,0,-1,1,1,0,0
1,1,-1,1,-1,-1,1,0,0,1,0
1,1,-1,-1,-1,1,1,1,-1,0,1
1,1,1,0,-1,-1,1,-1,0,1,0
1,-1,1,-1,1,1,-1,-1,1,1,0
1,1,1,1,-1,-1,-1,-1,1,1,0
-1,-1,1,0,-1,1,1,1,-1,0,0
0,-1,1,1,-1,-1,1,-1,1,0,0
1,-1,0,-1,-1,1,1,-1,1,0,0
-1,1,-1,0,-1,1,1,1,-1,0,0
1,0,1,-1,1,-1,-1,0,1,1,0
1,1,-1,-1,-1,0,-1,1,1,0,0
-1,-1,1,1,-1,1,1,-1,0,0,0
0,1,1,-1,-1,-1,1,0,0,0,0
0,-1,0,1,1,1,-1,1,-1,1,0
1,-1,-1,1,-1,-1,1,1,1,1,0
0,-1,1,0,0,1,-1,0,1,1,0
-1,1,1,1,-1,-1,1,-1,1,0,1
-1,1,-1,1,-1,0,-1,1,1,0,0
-1,1,-1,1,-1,0,1,1,-1,0,0
-1,1,1,1,-1,-1,1,-1,1,0,1
-1,1,-1,1,-1,1,-1,1,0,0,0
0,-1,1,1,1,1,0,-1,-1,1,0
-1,1,-1,0,1,0,-1,1,1,1,0
1,1,-1,-1,-1,1,1,-1,1,0,1
1,1,-1,1,-1,1,-1,-1,0,0,0
1,-1,1,1,1,-1,-1,1,-1,0,1
-1,1,1,-1,1,0,-1,-1,1,0,0
1,0,0,-1,1,1,-1,-1,1,1,0
-1,1,1,0,1,1,-1,-1,-1,0,0
-1,1,1,-1,1,-1,1,-1,1,1,0
1,-1,0,1,1,-1,1,0,-1,1,0
1,1,0,-1,1,0,-1,-1,1,1,0
-1,0,1,1,-1,-1,1,1,-1,0,0
1,1,-1,0,-1,1,-1,-1,1,0,0
-1,1,1,-1,1,1,-1,0,-1,0,0
0,1,1,0,-1,1,-1,-1,1,1,0
-1,-1,0,1,1,1,1,0,-1,1,0
1,0,1,-1,-1,-1,1,0,0,0,0
-1,1,-1,-1,1,-1,1,1,1,1,0
-1,1,-1,1,-1,-1,1,1,1,1,0
0,-1,0,1,1,1,0,0,-1,1,0
-1,-1,-1,1,1,0,-1,1,1,0,0
1,1,1,-1,0,-1,-1,1,0,1,0
1,1,-1,1,1,-1,-1,0,-1,0,0
1,-1,1,1,-1,1,0,-1,-1,0,0
1,1,-1,1,-1,1,-1,0,-1,0,0
0,-1,-1,0,0,0,1,1,1,1,0
1,-1,-1,0,-1,1,-1,1,1,0,0
0,0,1,0,-1,1,-1,0,1,1,0
1,1,1,1,-1,-1,-1,1,-1,1,0
-1,1,1,1,-1,0,0,0,-1,0,0
1,-1,1,1,-1,1,-1,1,-1,0,1
1,1,1,-1,-1,1,1,-1,-1,1,0
-1,1,0,1,1,-1,0,1,-1,1,0
1,1,-1,1,-1,1,1,-1,-1,1,0
-1,0,1,0,0,1,-1,0,1,1,0
-1,0,1,-1,1,0,-1,1,0,0,0
1,-1,1,1,0,-1,1,-1,0,1,0
-1,0,-1,0,0,0,1,1,1,1,0
1,1,-1,1,-1,-1,-1,0,1,0,0
1,1,-1,1,1,-1,-1,-1,1,1,0
0,-1,1,1,-1,1,1,-1,-1,0,0
1,-1,0,1,-1,1,0,-1,0,0,0
-1,0,0,-1,-1,1,1,1,1,1,0
-1,1,-1,1,-1,0,1,1,-1,0,0
-1,0,1,1,-1,1,1,-1,-1,0,0
1,1,-1,0,0,-1,0,1,-1,0,0
1,0,0,1,0,-1,1,0,-1,1,0
1,0,-1,-1,1,0,-1,1,1,1,0
1,-1,-1,1,-1,-1,1,1,1,1,0
-1,-1,0,0,0,0,1,1,1,1,0
-1,1,-1,1,-1,-1,1,1,1,1,0
0,1,1,-1,-1,-1,0,1,0,0,0
-1,1,-1,1,1,-1,-1,1,1,1,0
1,-1,-1,0,1,1,-1,0,1,1,0
-1,-1,1,1,1,-1,1,1,-1,1,0
-1,-1,1,1,1,1,0,0,-1,1,0
-1,1,1,1,-1,1,-1,-1,1,1,0
1,1,1,1,-1,-1,-1,1,-1,1,0
0,-1,1,1,-1,-1,1,-1,1,0,0
1,1,-1,1,-1,0,1,-1,0,1,0
1,1,0,0,1,-1,-1,1,-1,1,0
1,1,0,1,-1,1,-1,-1,-1,0,0
1,1,-1,0,-1,1,-1,1,-1,0,0
1,1,1,-1,-1,0,-1,1,0,1,0
1,0,-1,1,-1,1,1,-1,0,1,0
-1,-1,-1,1,0,0,1,1,0,0,0
1,1,1,-1,-1,1,-1,-1,1,1,0
-1,-1,1,0,1,0,1,1,-1,1,0
-1,-1,1,1,1,-1,1,1,-1,1,0
1,0,-1,1,1,-1,-1,0,1,1,0
1,-1,-1,-1,1,1,-1,1,1,1,0
-1,1,-1,1,1,1,1,-1,-1,1,0
-1,-1,1,1,1,1,-1,1,-1,1,0
1,-1,1,1,-1,-1,1,1,-1,1,0
1,1,1,0,-1,0,0,0,-1,1,0
1,0,-1,0,0,-1,1,1,-1,0,0
0,1,1,-1,1,0,-1,1,-1,1,0
-1,0,1,1,1,-1,1,0,-1,1,0
-1,1,-1,1,-1,1,1,-1,1,0,1
-1,1,1,1,-1,1,-1,-1,1,1,0
-1,0,1,1,-1,0,1,0,-1,0,0
-1,0,-1,-1,1,0,1,1,1,1,0
-1,1,1,1,-1,-1,-1,1,1,0,1
0,0,1,-1,1,0,1,0,-1,1,0
-1,0,-1,-1,1,0,1,1,1,1,0
1,1,1,-1,-1,1,-1,1,-1,1,0
-1,1,1,-1,-1,1,1,-1,1,1,0
1,1,-1,1,1,-1,-1,-1,1,1,0
1,1,-1,-1,1,-1,0,0,1,1,0
0,-1,1,-1,0,-1,1,1,1,1,0
-1,0,1,1,1,-1,1,-1,0,1,0
1,1,1,-1,-1,1,-1,1,-1,1,0
1,1,-1,1,-1,0,-1,-1,1,0,0
1,-1,1,-1,-1,1,1,1,-1,0,1
1,1,1,-1,1,-1,0,-1,0,1,0
1,-1,1,1,1,-1,-1,1,-1,0,1
0,0,-1,1,-1,1,-1,1,0,0,0
-1,1,-1,0,-1,1,1,1,-1,0,0
1,0,-1,1,-1,1,-1,1,-1,0,0
1,1,-1,1,-1,1,1,-1,-1,1,0
0,0,-1,1,-1,1,-1,0,1,0,0
-1,-1,0,1,1,1,-1,0,1,1,0
-1,-1,0,0,0,0,1,1,1,1,0
1,-1,1,0,-1,1,1,-1,-1,0,0
1,1,-1,-1,-1,-1,1,1,0,0,0
1,1,-1,0,-1,-1,1,1,-1,0,0
-1,-1,1,-1,1,0,1,0,1,1,0
-1,1,1,1,-1,1,-1,-1,1,1,0
1,1,-1,-1,1,1,1,-1,-1,0,1
0,-1,1,1,-1,1,1,-1,-1,0,0
1,-1,-1,1,0,1,1,0,-1,1,0
1,0,-1,1,1,0,-1,-1,1,1,0
0,-1,0,0,-1,1,1,-1,1,0,0
1,1,-1,0,1,0,-1,1,-1,1,0
1,1,-1,1,-1,1,1,-1,-1,1,0
1,1,-1,-1,1,-1,1,0,-1,0,0
1,1,1,-1,0,0,1,-1,-1,1,0
1,1,-1,0,1,-1,-1,1,0,1,0
-1,-1,-1,1,-1,1,0,1,1,0,0
1,1,-1,-1,1,-1,-1,1,1,1,0
-1,-1,-1,1,-1,1,0,1,1,0,0
-1,1,1,1,1,-1,-1,-1,1,0,1
1,1,1,1,0,-1,-1,0,-1,1,0
1,0,0,1,-1,0,1,0,-1,1,0
0,1,-1,-1,0,-1,1,1,1,1,0
0,-1,1,0,-1,-1,1,1,1,1,0
-1,-1,-1,1,0,1,1,1,-1,0,0
1,-1,-1,0,-1,0,1,1,1,1,0
1,-1,-1,1,1,1,-1,1,-1,1,0
1,-1,1,1,1,-1,-1,1,-1,0,1
1,-1,-1,1,1,1,-1,-1,1,1,0
-1,0,1,1,-1,1,1,-1,-1,0,0
1,0,-1,0,1,0,0,-1,1,1,0
1,-1,1,-1,-1,1,1,1,-1,0,1
1,-1,1,1,-1,-1,1,1,-1,1,0
0,1,-1,-1,1,0,0,1,0,1,0
1,1,1,-1,-1,1,-1,-1,1,1,0
0,1,0,-1,-1,-1,0,1,1,0,0
1,-1,1,-1,1,1,-1,-1,1,1,0
1,-1,1,1,-1,0,-1,-1,1,0,0
1,-1,1,1,-1,1,0,-1,-1,0,0
-1,-1,1,1,-1,-1,1,1,1,1,0
-1,-1,1,1,1,-1,1,-1,1,1,0
-1,0,1,-1,1,0,-1,1,0,0,0
0,-1,1,0,0,1,0,-1,1,1,0
1,-1,1,1,-1,-1,-1,1,1,0,1
0,1,1,-1,-1,-1,1,1,-1,0,0
1,1,-1,-1,1,1,1,-1,-1,0,1
1,-1,-1,-1,-1,1,1,1,1,1,0
1,-1,1,1,-1,1,0,-1,-1,0,0
1,1,-1,-1,1,1,-1,-1,1,1,0
-1,1,0,1,-1,-1,1,1,-1,0,0
-1,-1,1,1,-1,-1,1,1,1,1,0
1,1,-1,0,-1,-1,1,1,-1,0,0
1,-1,-1,1,-1,0,1,0,1,1,0
1,-1,1,1,-1,1,-1,1,-1,0,1
1,1,1,-1,-1,1,0,0,-1,1,0
1,1,1,-1,1,-1,0,-1,0,1,0
1,-1,1,-1,-1,1,-1,1,1,1,0
0,0,1,-1,-1,1,0,0,1,1,0
-1,0,0,-1,1,0,-1,1,1,0,0
-1,1,0,1,1,1,0,-1,-1,1,0
1,-1,1,1,1,-1,-1,1,-1,0,1
1,-1,-1,1,0,1,1,0,-1,1,0
-1,-1,1,1,-1,1,1,0,-1,0,0
-1,-1,1,1,0,1,-1,0,1,1,0
-1,1,1,1,1,-1,1,-1,-1,1,0
-1,1,-1,-1,1,1,1,-1,1,0,1
0,0,1,-1,1,1,1,-1,-1,1,0
0,1,-1,0,1,1,-1,1,-1,1,0
-1,1,1,1,-1,1,-1,0,-1,0,0
1,-1,1,1,1,-1,-1,-1,1,1,0
-1,1,-1,1,-1,1,1,-1,1,0,1
1,0,-1,1,-1,-1,1,0,1,1,0
1,1,-1,-1,-1,1,1,1,-1,0,1
0,-1,-1,-1,1,0,1,1,1,1,0
1,-1,1,-1,-1,1,1,1,-1,0,1
1,1,-1,1,1,-1,-1,-1,1,1,0
0,-1,1,-1,1,1,-1,0,1,1,0
1,1,-1,0,1,-1,0,-1,1,1,0
1,-1,1,-1,-1,1,1,1,-1,0,1
-1,1,-1,1,-1,1,1,-1,1,0,1
-1,1,-1,-1,1,1,1,-1,1,0,1
1,1,-1,-1,-1,1,1,1,-1,0,1
-1,-1,0,0,0,0,1,1,1,1,0
0,1,-1,1,-1,1,-1,1,-1,0,0
-1,-1,-1,1,-1,1,1,0,1,0,0
1,-1,0,-1,-1,0,1,1,1,1,0
1,1,-1,1,0,-1,1,-1,0,1,0
0,-1,-1,1,-1,1,1,-1,1,0,0
-1,-1,1,1,1,-1,1,-1,1,1,0
1,1,-1,-1,-1,1,1,-1,1,0,1
-1,-1,1,1,-1,1,0,1,-1,0,0
1,-1,1,0,1,-1,0,-1,1,1,0
1,1,-1,-1,-1,1,1,1,-1,0,1
1,-1,1,1,-1,1,-1,1,-1,0,1
1,-1,0,0,-1,1,1,-1,0,0,0
-1,0,1,0,1,-1,1,1,-1,1,0
0,1,-1,1,-1,-1,-1,1,1,0,0
1,1,1,-1,1,0,-1,-1,0,1,0
1,1,1,-1,0,1,-1,-1,0,1,0
-1,1,1,-1,1,1,-1,0,-1,0,0
-1,0,-1,0,1,-1,1,1,1,1,0
1,1,1,1,0,-1,-1,-1,0,1,0
1,1,-1,-1,1,1,-1,1,-1,1,0
1,0,0,-1,-1,-1,0,1,1,0,0
-1,-1,0,1,1,1,0,1,-1,1,0
-1,1,1,-1,1,0,1,0,-1,1,0
-1,-1,1,1,-1,-1,1,1,1,1,0
-1,-1,-1,-1,1,1,0,1,1,0,0
1,1,1,-1,-1,0,0,-1,1,1,0
1,1,-1,1,-1,1,-1,-1,0,0,0
-1,1,-1,-1,1,1,0,1,0,1,0
0,1,-1,-1,-1,1,-1,1,1,0,0
0,1,-1,1,-1,1,-1,-1,1,0,0
1,1,1,-1,0,0,-1,0,0,1,0
1,1,-1,-1,1,-1,1,0,-1,0,0
0,1,-1,1,-1,-1,-1,1,1,0,0
-1,1,-1,-1,1,1,1,-1,1,0,1
1,1,1,0,0,-1,1,-1,-1,1,0
-1,-1,1,1,-1,-1,1,1,1,1,0
1,-1,-1,-1,1,0,0,1,1,1,0
1,-1,-1,1,-1,1,1,1,-1,1,0
-1,1,1,-1,1,-1,1,-1,1,1,0
-1,1,-1,1,1,-1,-1,1,1,1,0
1,1,1,-1,-1,0,0,0,0,1,0
1,-1,-1,1,-1,1,1,1,-1,1,0
-1,1,1,-1,1,-1,1,1,-1,1,0
1,0,1,1,-1,-1,1,0,-1,1,0
-1,-1,1,1,1,-1,-1,1,1,0,1
-1,1,1,-1,-1,1,-1,1,0,0,0
-1,0,-1,0,0,0,1,1,1,1,0
-1,-1,-1,0,1,1,-1,1,1,0,0
1,-1,1,-1,1,-1,-1,1,1,1,0
1,1,-1,1,-1,-1,-1,0,1,0,0
1,0,0,1,-1,-1,1,-1,1,1,0
-1,-1,1,0,1,1,0,-1,1,1,0
1,1,1,1,-1,-1,-1,1,-1,1,0
1,-1,1,0,0,1,-1,-1,1,1,0
1,-1,1,-1,1,-1,-1,1,1,1,0
1,-1,1,1,1,0,-1,-1,-1,0,0
1,-1,-1,-1,1,1,1,1,-1,0,1
1,-1,-1,1,-1,1,1,1,-1,1,0
-1,1,1,1,1,-1,-1,-1,1,0,1
1,0,1,-1,1,1,-1,-1,-1,0,0
1,1,-1,1,-1,1,-1,-1,0,0,0
1,1,-1,-1,1,0,0,-1,1,1,0
0,0,-1,1,-1,1,-1,1,0,0,0
-1,1,1,-1,1,1,1,-1,-1,1,0
-1,-1,-1,0,1,0,0,1,1,0,0
-1,-1,-1,1,0,1,0,1,0,0,0
1,1,1,1,-1,-1,-1,1,-1,1,0
-1,-1,-1,0,1,1,1,1,-1,0,0
1,-1,1,1,0,-1,1,0,-1,1,0
1,-1,0,0,-1,1,1,-1,0,0,0
-1,-1,0,1,1,1,0,-1,1,1,0
0,1,0,1,1,-1,-1,1,-1,1,0
1,-1,-1,1,0,0,1,-1,1,1,0
1,1,-1,-1,1,-1,1,-1,1,1,0
-1,1,1,1,-1,0,0,0,-1,0,0
0,1,1,0,1,0,-1,-1,-1,0,0
1,-1,0,1,-1,0,1,1,-1,1,0
1,1,1,0,0,-1,-1,0,0,1,0
0,0,0,0,-1,-1,1,1,1,1,0
1,0,1,-1,-1,1,0,-1,1,1,0
1,1,1,-1,-1,0,0,0,0,1,0
1,-1,1,-1,1,-1,1,1,-1,1,0
1,1,0,0,1,0,-1,-1,-1,0,0
-1,1,-1,-1,1,1,1,-1,1,0,1
-1,-1,-1,-1,1,1,1,1,0,0,0
1,1,-1,-1,-1,1,1,-1,1,0,1
-1,0,1,1,1,1,-1,0,-1,1,0
0,-1,1,1,-1,1,1,-1,-1,0,0
1,-1,1,-1,1,-1,1,0,0,1,0
0,1,-1,-1,-1,1,-1,1,1,0,0
0,0,1,0,-1,1,0,-1,1,1,0
0,1,-1,-1,1,0,0,1,0,1,0
-1,1,-1,-1,-1,1,1,1,1,1,0
-1,0,1,-1,1,0,1,1,-1,1,0
-1,-1,1,1,1,-1,-1,1,1,0,1
1,1,-1,-1,1,-1,0,0,1,1,0
-1,1,-1,1,-1,1,0,1,-1,0,0
1,1,1,-1,-1,0,0,0,0,1,0
1,1,-1,0,1,0,-1,-1,1,1,0
1,-1,1,-1,1,-1,0,0,1,1,0
1,-1,-1,1,1,1,-1,-1,1,1,0
-1,1,1,-1,0,-1,-1,1,1,0,0
1,0,0,1,0,-1,1,-1,0,1,0
-1,1,1,1,-1,-1,-1,1,1,0,1
1,0,-1,1,-1,0,1,0,0,1,0
0,1,0,1,1,0,-1,-1,-1,0,0
1,-1,-1,0,1,0,1,-1,1,1,0
-1,1,-1,-1,1,1,1,1,-1,1,0
-1,1,1,1,-1,1,-1,-1,1,1,0
1,0,-1,-1,1,1,-1,0,1,1,0
1,1,1,-1,-1,1,-1,1,-1,1,0
0,-1,1,-1,-1,0,1,1,1,1,0
-1,1,-1,1,-1,1,1,-1,1,0,1
-1,0,1,1,-1,1,1,-1,-1,0,0
1,1,-1,-1,1,-1,-1,1,1,1,0
1,1,-1,-1,1,1,1,-1,-1,0,1
0,1,-1,1,-1,-1,-1,1,1,0,0
1,1,1,1,-1,0,-1,0,-1,1,0
-1,0,1,1,-1,1,0,-1,1,1,0
1,1,-1,0,1,-1,0,0,-1,0,0
1,1,-1,-1,1,1,-1,-1,1,1,0
1,1,1,1,-1,-1,0,0,-1,1,0
1,-1,0,-1,1,-1,1,0,1,1,0
-1,1,-1,-1,1,1,1,1,-1,1,0
1,1,0,1,1,-1,-1,-1,-1,0,0
1,1,-1,-1,1,-1,1,-1,1,1,0
1,-1,1,1,-1,1,-1,-1,0,0,0
1,-1,-1,1,1,-1,-1,1,1,1,0
1,1,1,-1,-1,1,1,-1,-1,1,0
0,-1,0,1,-1,1,1,-1,0,0,0
1,0,-1,1,-1,1,-1,-1,1,0,0
1,-1,1,-1,-1,1,0,0,1,1,0
1,-1,0,-1,-1,0,1,1,1,1,0
1,1,-1,-1,-1,1,1,-1,1,0,1
-1,1,1,-1,-1,-1,0,1,1,0,0
-1,0,-1,1,1,1,1,0,-1,1,0
1,1,-1,-1,-1,1,1,-1,1,0,1
-1,-1,0,1,1,1,0,1,-1,1,0
-1,-1,-1,1,0,1,1,-1,1,0,0
0,-1,1,-1,1,0,1,0,0,1,0
1,0,1,1,-1,1,-1,-1,-1,0,0
-1,0,0,0,-1,0,1,1,1,1,0
1,1,-1,-1,0,-1,1,1,-1,0,0
-1,1,0,1,-1,-1,1,1,-1,0,0
-1,1,1,1,-1,-1,1,-1,1,0,1
0,-1,0,-1,-1,1,1,1,1,1,0
0,1,0,-1,1,0,0,1,-1,1,0
-1,1,-1,1,-1,1,1,-1,1,0,1
-1,1,0,0,-1,0,1,1,-1,0,0
0,-1,1,1,-1,-1,1,-1,1,0,0
1,0,1,-1,-1,1,0,-1,1,1,0
1,1,0,-1,1,-1,0,1,-1,1,0
1,1,-1,-1,-1,-1,0,1,1,0,0
1,-1,-1,1,1,1,-1,-1,1,1,0
1,-1,1,1,-1,1,-1,1,-1,0,1
-1,1,1,0,-1,1,-1,1,-1,0,0
0,-1,-1,-1,0,1,1,1,1,1,0
-1,-1,0,-1,1,1,-1,1,1,0,0
-1,1,0,0,1,-1,0,1,0,1,0
-1,1,1,1,1,-1,-1,-1,1,0,1
-1,1,0,0,1,-1,-1,1,1,1,0
1,-1,1,1,1,-1,-1,1,-1,0,1
0,0,1,1,1,-1,1,-1,-1,1,0
-1,1,-1,-1,1,-1,1,1,1,1,0
-1,1,1,-1,-1,1,1,-1,1,1,0
1,-1,-1,-1,-1,1,1,1,1,1,0
1,0,0,0,1,1,-1,-1,-1,0,0
0,-1,-1,1,1,1,1,0,-1,1,0
-1,-1,1,1,1,-1,1,-1,1,1,0
-1,1,0,0,-1,0,1,1,-1,0,0
-1,0,1,-1,1,0,1,1,-1,1,0
-1,1,1,0,0,1,-1,-1,1,1,0
1,1,1,1,-1,-1,-1,1,-1,1,0
-1,0,1,-1,1,1,-1,1,-1,0,0
